physician_id,specialty_description,state,total_patients,total_prescriptions,total_drug_cost_usd,unique_drugs_prescribed
1276610744,Obstetrics and Gynecology,MD,132,553,35673.43,45
1563801642,Plastic Surgery,AK,271,1339,116590.79,45
1355936253,Obstetrics and Gynecology,AR,270,1031,88162.41,19
1932954653,Endocrinology,SC,324,1514,217716.7,22
1191842179,Dermatology,AZ,293,907,203265.65,19
1940360006,Pediatrics,AR,326,714,101110.11,42
1170641753,Orthopedics,UT,128,506,47684.18,39
1531303909,Orthopedics,SC,310,872,122024.52,15
1586846620,Pathology,NJ,319,1620,231473.02,15
1798921553,Rheumatology,AK,332,1265,450004.36,21
1210262182,Cardiology,RI,134,546,96159.84,23
1784364101,Oncology,KY,281,976,393931.23,43
1299633740,Emergency Medicine,FL,708,1525,105456.97,42
1650964560,Nephrology,WI,283,874,159752.59,24
1258279275,Urology,MD,275,830,162298.75,48
1729685061,Rheumatology,UT,174,382,125100.32,50
1158634129,Ophthalmology,MN,200,1083,204572.54,27
1943170597,Neurology,MI,196,850,334197.52,44
1743989866,Infectious Disease,MI,396,1576,158150.14,34
1549570641,Obstetrics and Gynecology,HI,153,549,92439.91,17
1632501508,Emergency Medicine,AL,627,1743,147355.14,28
1356644737,Urology,WV,269,1298,138090.03,40
1297831034,Vascular Surgery,AL,285,579,60032.46,50
1223683564,Pediatrics,ME,325,871,120069.93,38
1147142443,Cardiology,IL,201,601,49787.9,31
1871845007,Psychiatry,MI,383,1095,86940.96,26
1381093372,Oral Surgery,CT,110,540,38116.73,22
1463336272,Oral Surgery,IN,256,920,97010.41,38
1809645329,Psychiatry,ND,322,1633,97664.22,24
1240439719,Plastic Surgery,IL,198,765,117927.11,35
1743761010,Ophthalmology,SD,225,1175,246425.7,27
1674954759,Surgery,GA,133,381,55023.59,32
1235783814,Neurosurgery,NC,199,1014,82525.03,20
1942527868,Urology,TX,133,343,37118.56,47
1501865156,Urology,ND,337,885,138832.63,48
1845724084,Urology,VA,353,1291,177096.8,17
1322478872,Emergency Medicine,IL,531,2666,291620.4,34
1556364808,Cardiothoracic Surgery,MO,196,499,88006.01,31
1691150686,Neurology,FL,143,433,143577.28,29
1727024665,Dermatology,NJ,362,1510,230180.47,44
1564399416,Ophthalmology,MS,354,1100,159503.36,26
1574259410,Emergency Medicine,KY,630,1427,264310.91,33
1638765977,Oncology,OH,140,665,315417.53,21
1227332770,Neurology,MS,119,465,124069.09,36
1368460847,Surgery,WV,120,320,44993.63,23
1907865473,Infectious Disease,WV,378,1963,100662.8,34
1402629052,Vascular Surgery,MN,306,1624,281405.42,15
1606810427,Nephrology,NC,176,885,74461.04,28
1609424194,Emergency Medicine,ND,600,2850,466383.11,44
1465780431,Plastic Surgery,CO,260,1289,147357.12,41
1325039914,Otolaryngology,NH,385,810,57382.45,23
1428105366,Family Medicine,AL,555,2684,470088.73,51
1342118734,Ophthalmology,NV,306,1429,282067.69,34
1450125214,Pulmonology,AK,390,1852,348771.66,24
1454603800,Pulmonology,SD,393,1978,389717.07,28
1519442371,Neurology,OH,297,789,148350.48,43
1786124569,Cardiothoracic Surgery,MD,73,189,28583.0,26
1134423255,Vascular Surgery,VT,350,732,58450.06,39
1404746849,Radiology,IA,249,1072,64852.69,6
1495837354,Oncology,AL,187,587,274970.97,40
1268615534,Orthopedics,FL,374,1295,209105.48,39
1321705882,Pediatrics,IN,258,906,141744.37,45
1270490067,Endocrinology,OR,258,1046,131138.33,44
1395752497,Radiology,AL,173,615,106817.75,24
1967117209,Emergency Medicine,ND,468,2427,441437.1,44
1596815461,Pulmonology,AZ,146,439,79963.46,44
1472354161,Infectious Disease,VA,252,848,147140.25,26
1545659507,Emergency Medicine,ID,760,3163,363148.75,39
1807681800,Psychiatry,VT,391,912,141174.6,17
1357370819,Cardiothoracic Surgery,HI,120,610,79702.99,19
1849519028,Family Medicine,WA,761,2100,260448.59,78
1693590140,Orthopedics,MS,139,645,81050.2,35
1540337297,Otolaryngology,HI,229,624,35377.85,16
1178593060,Nephrology,VT,336,1120,181320.85,27
1525925819,Dermatology,AL,228,547,129044.57,35
1819724388,Family Medicine,NJ,548,1980,123516.94,72
1360160777,Infectious Disease,NH,171,623,57235.81,25
1283168644,Vascular Surgery,AK,151,395,27105.97,40
1280875434,Neurology,TX,105,458,93305.49,37
1291061870,Radiology,VA,117,599,77777.05,19
1848121420,Dermatology,SD,367,1557,314186.68,21
1519423299,Infectious Disease,MD,327,713,36149.0,39
1923682643,Radiology,KS,291,1507,120556.77,5
1552778389,Cardiology,AL,272,1325,201391.96,19
1336832921,Cardiothoracic Surgery,CT,92,417,23602.98,47
1215624631,Vascular Surgery,MA,265,1051,82432.17,28
1681648793,Pathology,NV,161,452,29779.02,15
1286424733,Cardiology,MT,261,532,43578.88,29
1170884445,Rheumatology,LA,288,620,285144.83,41
1423769928,Physical Medicine,RI,355,1931,126040.31,49
1949608711,Oral Surgery,OR,187,538,34545.89,35
1777395712,Infectious Disease,MO,168,531,77155.9,35
1815509975,Urology,CA,271,558,104243.04,43
1510568162,Oncology,SD,219,823,326418.42,15
1349758689,Cardiology,SC,163,502,80664.87,30
1765468920,Neurology,AR,170,562,142644.12,24
1503456280,Radiology,TN,119,337,53514.34,19
1893769688,Cardiothoracic Surgery,MI,84,249,36488.54,17
1659282971,Plastic Surgery,NE,247,1142,96329.42,36
1468001834,Emergency Medicine,IN,576,1261,236628.83,30
1960552321,Rheumatology,VT,213,879,249214.14,35
1297080451,Otolaryngology,SD,103,229,28337.91,27
1155949312,Nephrology,GA,204,497,37797.53,50
1992516620,Plastic Surgery,IN,220,830,94566.86,44
1434430817,Psychiatry,WA,201,574,43891.1,30
1425451904,Surgery,OR,164,883,70825.56,45
1185916488,Anesthesiology,MT,293,758,88084.46,21
1754332056,Family Medicine,NV,689,1753,338440.54,60
1121271982,Physical Medicine,MO,318,1586,259832.39,34
1739073265,Gastroenterology,GA,383,1740,154153.14,44
1428401021,Otolaryngology,ME,292,1158,141422.66,36
1246733633,Infectious Disease,NM,200,508,39849.49,15
1637622321,Family Medicine,WA,491,1826,344846.78,55
1896924722,Anesthesiology,MO,350,1077,213384.19,7
1538932325,Cardiothoracic Surgery,AZ,81,271,36541.99,27
1919212243,Ophthalmology,KY,278,1051,171382.06,38
1847813304,Dermatology,TN,297,1557,319282.96,30
1612953915,Dermatology,MS,114,506,95991.59,31
1750081561,Otolaryngology,UT,175,505,70862.81,25
1113247168,Orthopedics,WY,147,625,117207.77,40
1858136646,Pulmonology,CO,365,1892,343210.55,25
1990936811,Ophthalmology,KY,254,953,162623.94,39
1729298362,Surgery,WA,155,718,135449.33,20
1217332137,Nephrology,OR,276,1338,120892.58,28
1903470543,Pathology,VT,257,519,39059.84,20
1101694991,Orthopedics,CA,313,1201,177961.99,42
1283217137,Psychiatry,MS,195,870,69341.68,26
1639677407,Orthopedics,NH,390,1891,147206.23,18
1905215891,Psychiatry,WI,198,575,106571.07,41
1573230717,Nephrology,SC,155,781,58511.68,33
1192027258,Pathology,DE,241,536,29185.2,12
1613138122,Urology,UT,151,307,27603.02,15
1814384353,Pulmonology,AZ,149,408,68857.34,39
1747450075,Oncology,WI,236,1241,391698.23,36
1748939011,Ophthalmology,MI,289,1267,175255.45,35
1977082994,Emergency Medicine,MS,640,2172,307601.59,37
1454608877,Plastic Surgery,CT,101,363,56172.89,23
1127574144,Endocrinology,DE,371,1104,170998.22,30
1495598590,Otolaryngology,SC,343,1304,194340.68,15
1785125940,Vascular Surgery,MA,108,455,82361.9,35
1827921175,Otolaryngology,IA,348,1183,167854.51,20
1474020739,Ophthalmology,NM,151,690,89670.13,27
1864441874,Pediatrics,ND,392,1860,292949.71,17
1237290086,Urology,CO,254,1247,248708.8,44
1280445368,Cardiothoracic Surgery,NH,79,291,38150.15,30
1327247605,Psychiatry,WI,145,343,68258.45,16
1272051317,Oral Surgery,MA,296,1385,115033.12,31
1815039775,Urology,TX,163,705,132829.35,46
1197111094,Plastic Surgery,VT,270,1363,258652.41,19
1791475283,Obstetrics and Gynecology,MO,295,1265,212219.29,42
1968063877,Emergency Medicine,IA,432,1038,65551.83,20
1465327609,Family Medicine,PA,779,2071,396184.68,66
1494854627,Pediatrics,MA,294,1181,59347.34,18
1733571870,Gastroenterology,IL,298,1617,158379.41,38
1956328583,Rheumatology,FL,366,1582,564412.66,21
1524463440,Cardiology,OH,335,1040,179319.08,33
1998954542,Emergency Medicine,NY,648,2329,326571.94,24
1902149493,Rheumatology,VT,117,479,123635.65,22
1393617431,Neurosurgery,VA,196,720,125498.23,46
1412990487,Infectious Disease,MO,130,706,70580.01,28
1886685642,Oral Surgery,IA,126,659,109661.43,46
1881034931,Pathology,MD,181,989,130737.33,15
1553588778,Rheumatology,NM,278,1293,370925.6,48
1880346808,Surgery,ME,99,440,58168.66,21
1240553542,Obstetrics and Gynecology,WI,397,1997,116062.64,34
1591271783,Nephrology,HI,395,980,151305.46,33
1255502389,Radiology,IN,200,914,46952.07,23
1209465657,Rheumatology,GA,292,1555,465705.2,25
1160485496,Orthopedics,MN,342,899,52025.86,47
1798037200,Obstetrics and Gynecology,PA,322,1736,250063.65,40
1363067825,Dermatology,DE,223,755,99250.21,26
1800935401,Family Medicine,MO,697,3081,521609.55,72
1196219239,Physical Medicine,NJ,295,874,129333.93,38
1112458001,Orthopedics,DE,142,344,50296.72,47
1341522162,Cardiology,PA,393,2144,261406.67,21
1952920067,Pulmonology,ID,296,1093,160331.62,42
1420365200,Pulmonology,FL,150,470,73820.65,49
1298523961,Pathology,VT,110,371,64041.81,21
1624590810,Neurology,ND,399,1550,676713.98,22
1909073286,Physical Medicine,IN,160,421,58883.33,26
1105716605,Gastroenterology,NH,260,631,43742.43,28
1800767402,Psychiatry,CO,387,1121,182678.51,20
1233913984,Oncology,MD,286,1539,323284.06,15
1366649918,Surgery,AZ,182,940,88368.95,49
1577729523,Pediatrics,OR,351,1555,199661.91,37
1750872368,Gastroenterology,NC,207,912,136246.01,17
1354584572,Dermatology,IL,172,524,116090.48,23
1746547614,Gastroenterology,IN,283,840,133867.15,42
1179843077,Gastroenterology,KY,233,777,144171.57,40
1589699023,Neurology,KY,317,1677,335627.04,28
1175761121,Nephrology,WA,237,1299,200722.05,27
1867129446,Anesthesiology,OR,361,1486,167848.11,9
1439689322,Plastic Surgery,NV,294,614,86292.23,19
1390044760,Orthopedics,OH,156,685,76046.77,36
1787385349,Neurology,MS,270,1275,256549.6,29
1393826004,Cardiology,CT,293,1590,132500.8,21
1940453822,Oral Surgery,DE,189,726,131643.25,46
1202585894,Oncology,MN,392,1971,676131.41,21
1151500184,Psychiatry,MA,299,787,134508.33,49
1692352971,Endocrinology,MT,344,1401,124491.68,47
1865817007,Pediatrics,TX,164,409,55269.85,32
1156762956,Oral Surgery,WA,289,1293,112965.2,41
1858906506,Otolaryngology,ID,324,1766,299814.41,47
1407970266,Internal Medicine,NV,566,2997,546077.85,44
1427692509,Nephrology,CO,256,876,84893.63,20
1781478902,Neurology,CA,222,1178,244776.14,18
1190822582,Family Medicine,ME,583,3062,524373.74,30
1555248944,Rheumatology,NC,169,621,205087.75,49
1849345045,Orthopedics,MT,107,444,82865.03,15
1866823538,Ophthalmology,VT,373,1724,209497.83,48
1834523269,Endocrinology,AZ,329,1768,267283.28,48
1341665544,Psychiatry,CA,287,1417,180033.64,18
1553894576,Urology,MO,187,618,41396.75,30
1993059429,Gastroenterology,WY,160,482,59029.91,31
1328777818,Cardiology,WV,391,1320,248765.16,47
1986618025,Cardiothoracic Surgery,AZ,168,860,152437.38,18
1481977286,Cardiology,SC,335,1055,108753.53,15
1475510815,Cardiothoracic Surgery,WA,97,330,16938.75,42
1628330503,Radiology,CO,370,1406,102717.58,8
1623354821,Cardiology,GA,228,636,69517.23,34
1491374277,Ophthalmology,ID,374,1810,178245.45,43
1804674903,Vascular Surgery,NH,182,453,73414.84,15
1485727515,Cardiothoracic Surgery,VA,100,238,22070.92,23
1523640548,Ophthalmology,WV,269,1386,148652.83,27
1614639071,Rheumatology,LA,160,555,190111.52,23
1448845506,Physical Medicine,WI,304,1141,215117.51,39
1241108650,Orthopedics,CT,110,268,27233.65,15
1923973312,Rheumatology,KS,126,551,148631.89,15
1566356688,Urology,ME,244,902,148049.76,30
1763157083,Pediatrics,WA,361,958,88299.65,22
1382963966,Infectious Disease,KS,319,859,133977.49,21
1852848656,Family Medicine,NC,612,1612,320598.99,67
1775284722,Nephrology,GA,217,525,57851.05,32
1306348901,Oral Surgery,GA,318,655,52364.97,18
1508400544,Ophthalmology,ND,256,1139,280901.48,29
1460968220,Ophthalmology,NM,131,495,93781.93,34
1218170604,Internal Medicine,MS,443,2348,368020.45,45
1443426534,Cardiothoracic Surgery,AR,96,205,11853.02,35
1327609166,Surgery,NM,121,626,40761.52,26
1370865381,Urology,MS,271,830,53562.46,15
1833324339,Gastroenterology,WY,166,524,84465.56,38
1897717178,Physical Medicine,PA,370,1523,130578.72,32
1325521538,Pulmonology,MO,144,735,51136.02,22
1144065218,Pulmonology,TN,197,527,61588.1,21
1180401357,Gastroenterology,SC,275,840,101749.01,27
1672903058,Family Medicine,GA,322,788,88832.72,75
1371147197,Cardiothoracic Surgery,WI,193,1044,192343.38,43
1776312005,Infectious Disease,DE,323,722,81478.15,47
1949206491,Cardiology,HI,240,1065,73847.24,17
1707925535,Dermatology,VT,197,904,133406.85,49
1651353212,Neurology,HI,324,1499,426394.52,39
1530408291,Endocrinology,LA,205,542,40108.25,28
1735776226,Infectious Disease,AL,362,1301,203168.2,48
1377921559,Surgery,IA,125,559,74247.85,25
1340442416,Dermatology,OH,221,667,125885.98,32
1242776948,Internal Medicine,AR,628,3410,676647.8,43
1674016932,Orthopedics,AL,277,1167,228536.87,35
1189384877,Infectious Disease,OK,235,1063,118260.27,33
1448574326,Dermatology,SD,105,512,60046.1,32
1289768018,Internal Medicine,AK,575,2472,445447.7,79
1726271965,Orthopedics,WA,295,1566,138750.38,50
1321361544,Vascular Surgery,NH,212,664,53510.3,40
1267118760,Otolaryngology,IA,322,1059,196259.41,20
1632534262,Psychiatry,NJ,194,941,71908.0,46
1883273181,Psychiatry,TN,244,505,37591.09,26
1977783087,Pathology,UT,196,439,26694.41,12
1588578468,Oral Surgery,TN,306,719,92763.07,15
1747781482,Orthopedics,MO,296,613,106652.4,17
1241926172,Emergency Medicine,WY,342,1004,191552.92,15
1950833480,Cardiology,CT,377,1725,173808.39,20
1317241211,Pediatrics,NM,388,1987,342399.32,34
1456220636,Urology,GA,224,491,75518.83,49
1232151333,Cardiology,AZ,152,593,38773.25,41
1252294200,Cardiology,IA,112,312,33635.93,37
1803692376,Surgery,IA,148,651,102355.22,22
1628088326,Psychiatry,DE,214,504,97462.19,37
1181915702,Endocrinology,MI,160,521,98315.48,20
1146543311,Endocrinology,GA,191,668,66951.38,26
1829535965,Ophthalmology,GA,254,1063,136904.77,21
1391084190,Oral Surgery,NY,288,1516,260157.59,19
1947027818,Cardiology,GA,175,546,59290.11,45
1974723527,Neurology,DE,395,1380,557999.83,24
1197116745,Obstetrics and Gynecology,FL,193,904,93013.75,46
1555086222,Urology,VT,311,1276,185646.04,23
1961292259,Nephrology,KS,296,1025,127679.48,49
1628926733,Gastroenterology,OH,217,726,99566.97,41
1665803901,Pulmonology,WY,212,945,80588.62,15
1318269877,Neurosurgery,AK,142,561,108633.37,22
1163970728,Oral Surgery,MN,284,1411,254002.4,23
1416428807,Otolaryngology,GA,382,2063,385663.59,30
1326277525,Vascular Surgery,IA,128,590,39875.37,24
1505295431,Family Medicine,AK,656,3527,372989.54,74
1213827188,Rheumatology,PA,137,502,179652.74,25
1132411682,Pediatrics,MS,172,391,24069.88,41
1260757642,Physical Medicine,ID,340,1564,253705.93,34
1604856763,Ophthalmology,WA,272,966,183176.8,15
1407915944,Orthopedics,GA,130,660,36179.79,26
1640409345,Psychiatry,AL,302,1484,225546.53,44
1695020389,Infectious Disease,KY,392,1472,230225.1,42
1268363403,Internal Medicine,CO,567,1883,362780.58,77
1327487500,Pathology,SC,128,354,27454.14,22
1749703359,Vascular Surgery,CA,339,1244,183993.81,40
1988256872,Pathology,HI,127,611,89815.22,11
1389823921,Orthopedics,CT,139,454,75736.09,36
1130117239,Emergency Medicine,ME,383,1491,89158.63,15
1912308710,Oral Surgery,MD,196,770,112233.92,17
1358057908,Internal Medicine,CO,800,3196,181312.85,80
1619483804,Dermatology,AR,261,607,80404.94,37
1907109642,Surgery,MT,178,477,77644.31,37
1239067697,Infectious Disease,UT,149,470,86704.04,47
1208451023,Oncology,WY,176,366,156876.48,45
1729597320,Neurosurgery,AZ,124,317,48296.88,20
1772111616,Neurology,VA,218,1110,480204.44,24
1925520324,Infectious Disease,HI,356,1355,215862.47,48
1925316854,Obstetrics and Gynecology,NH,167,532,55353.25,42
1142963526,Cardiothoracic Surgery,VA,149,422,84210.7,19
1263639767,Pulmonology,SD,354,828,43255.77,34
1687482857,Neurosurgery,CO,177,412,39987.82,33
1273379761,Neurology,LA,395,1292,234149.46,26
1863060026,Physical Medicine,NJ,232,1264,248720.52,43
1798245804,Oral Surgery,FL,163,880,108450.19,38
1407761324,Pathology,NE,166,588,74600.67,24
1436774194,Anesthesiology,CO,311,1172,104805.06,6
1766378908,Nephrology,AR,225,1001,134254.18,24
1213062876,Surgery,MO,90,359,63928.7,29
1516851266,Neurosurgery,NJ,73,235,28264.23,49
1978631921,Otolaryngology,CT,143,376,24910.85,40
1924866347,Ophthalmology,IL,305,960,128580.89,46
1328315290,Infectious Disease,WV,343,823,97267.73,49
1267225747,Urology,GA,209,652,35663.41,39
1167001765,Oral Surgery,MS,320,1735,142292.77,28
1124634572,Physical Medicine,UT,316,930,135178.38,20
1252189904,Neurology,LA,307,701,319530.91,43
1550672916,Oncology,IN,232,613,103480.41,42
1467240263,Physical Medicine,MD,184,495,94689.17,45
1610563615,Gastroenterology,VT,182,979,113091.73,39
1983706382,Cardiology,OK,201,456,68488.63,24
1447605203,Rheumatology,WA,262,537,249047.38,24
1636275696,Neurosurgery,MA,79,376,56810.52,31
1659088455,Family Medicine,AL,530,2809,501659.48,70
1582462965,Nephrology,PA,149,317,51308.39,27
1551160662,Infectious Disease,OH,185,759,62557.23,28
1305255412,Rheumatology,OR,107,352,97619.48,34
1429601610,Oncology,DE,355,1516,469352.27,41
1477666117,Anesthesiology,OH,318,1218,200680.32,8
1288778639,Otolaryngology,NV,291,762,106096.13,49
1568018466,Pathology,ME,323,1362,211537.52,8
1194081451,Plastic Surgery,CT,145,619,88169.78,41
1211320508,Urology,WV,378,887,103437.95,17
1816948303,Surgery,NE,104,289,34158.21,39
1222944626,Radiology,NM,163,526,88926.97,19
1543385303,Oral Surgery,TN,302,612,64992.3,29
1644989272,Surgery,LA,117,359,66558.94,41
1822951244,Emergency Medicine,AL,760,3938,216200.89,16
1264685524,Plastic Surgery,MS,365,1777,248765.52,36
1282977147,Pulmonology,NV,223,879,95551.13,40
1989648687,Dermatology,OR,319,781,146958.03,26
1532845746,Cardiothoracic Surgery,MA,182,464,39275.48,23
1641441883,Orthopedics,SD,395,1874,330675.94,31
1999084701,Gastroenterology,HI,265,718,45944.68,42
1112388963,Nephrology,WY,178,373,58238.87,20
1713958957,Pathology,AK,166,903,131088.03,16
1300312095,Emergency Medicine,TN,759,2107,166609.63,30
1879872234,Physical Medicine,MO,233,1003,91518.46,24
1773706432,Cardiology,SD,396,1993,132812.98,22
1214972684,Pediatrics,ME,234,1200,76699.89,46
1488047414,Oral Surgery,IN,300,705,119367.93,41
1179001593,Urology,SD,139,380,42934.71,35
1780271060,Oral Surgery,NH,182,478,24627.06,26
1808311398,Pulmonology,SD,116,279,28296.62,37
1619595468,Endocrinology,RI,379,764,97992.38,31
1230560149,Radiology,RI,115,445,56826.16,9
1332257365,Neurosurgery,MS,79,406,22096.4,23
1335966701,Neurology,WA,164,481,153223.13,20
1474256340,Infectious Disease,OK,250,908,155587.4,42
1650460773,Pathology,IL,228,594,90916.82,13
1521793625,Orthopedics,PA,400,1236,209026.05,46
1565436656,Cardiothoracic Surgery,NH,158,645,58534.45,35
1768845554,Orthopedics,RI,296,1036,139933.87,38
1779354803,Vascular Surgery,CA,330,853,46969.59,47
1371725032,Pulmonology,NE,250,1028,186672.27,48
1478229142,Pathology,AK,158,415,40836.9,10
1484125249,Emergency Medicine,CA,410,1762,186410.16,35
1231322499,Cardiology,MA,105,473,38817.15,35
1349804684,Gastroenterology,CA,297,888,72661.73,28
1210509713,Gastroenterology,LA,138,553,81258.11,42
1441217210,Vascular Surgery,MA,201,540,92020.74,46
1150242357,Internal Medicine,NE,361,878,66439.1,50
1734765132,Pathology,KS,395,819,43141.19,23
1104989688,Oral Surgery,NJ,245,602,117406.88,17
1672805833,Oral Surgery,ND,120,381,19979.96,45
1202134123,Vascular Surgery,NE,254,752,122616.49,40
1185649391,Gastroenterology,WY,260,969,55292.03,34
1847814942,Otolaryngology,NY,162,802,152905.76,21
1131447949,Emergency Medicine,AR,722,1470,96682.42,35
1838303704,Family Medicine,NV,415,1077,84731.85,53
1976331829,Cardiothoracic Surgery,OH,51,268,48294.2,31
1942827240,Dermatology,DE,124,659,61126.97,36
1838650189,Endocrinology,MO,238,1057,199486.3,44
1228743171,Pediatrics,MA,175,811,148550.68,41
1783870083,Otolaryngology,TX,162,619,53282.6,45
1810032153,Urology,LA,264,1241,151905.78,20
1383266009,Physical Medicine,ME,142,459,80477.07,30
1808112095,Nephrology,WV,205,908,55634.67,46
1164711124,Radiology,AL,210,764,82327.9,20
1212243302,Obstetrics and Gynecology,IN,370,1405,136290.42,34
1860759357,Otolaryngology,TN,178,884,58210.58,23
1334918423,Oral Surgery,MS,297,1607,289547.36,47
1317991841,Physical Medicine,MT,196,439,49810.74,34
1719809183,Nephrology,CT,175,632,41760.04,22
1358301976,Cardiology,NJ,195,572,69461.43,48
1586019487,Anesthesiology,KY,160,839,52529.8,18
1327704161,Pediatrics,MT,357,1252,125276.28,43
1392690066,Anesthesiology,CT,125,533,85173.53,18
1308232501,Surgery,IL,153,400,36555.54,46
1656862328,Ophthalmology,CT,125,532,129289.4,29
1223682075,Dermatology,AZ,394,1155,105329.13,21
1395772367,Emergency Medicine,SC,658,2964,322442.34,21
1336103257,Family Medicine,VT,437,1631,123392.27,43
1473268212,Nephrology,ME,247,1128,72345.84,47
1852125249,Endocrinology,NM,256,1275,195317.74,25
1438349464,Rheumatology,CA,185,491,228292.53,24
1113673918,Rheumatology,NM,319,1010,214251.57,31
1182653501,Psychiatry,UT,104,424,82862.84,15
1624316008,Neurosurgery,KS,170,405,69999.78,33
1996959935,Emergency Medicine,ND,557,1440,103661.92,21
1207366094,Surgery,WV,135,483,77387.35,49
1376316195,Rheumatology,NY,229,749,115905.03,37
1423340207,Infectious Disease,MI,365,1719,306916.15,45
1221076274,Internal Medicine,UT,565,2570,136490.37,56
1336497651,Rheumatology,GA,282,1055,248482.81,42
1485924214,Radiology,WV,145,388,74970.2,25
1215890734,Internal Medicine,SD,647,2527,472191.6,63
1287853549,Internal Medicine,UT,478,2441,265224.25,56
1396618097,Surgery,IL,60,241,37421.36,22
1565423722,Plastic Surgery,NJ,390,2101,354756.11,33
1218316226,Cardiology,NY,175,635,46059.19,33
1769794920,Gastroenterology,TX,183,560,52213.84,33
1116742210,Otolaryngology,AZ,211,631,87684.23,18
1624379478,Surgery,AL,160,517,90535.23,18
1369974625,Pediatrics,MN,245,1163,145722.72,50
1266469722,Neurology,VA,238,594,241501.75,42
1728380379,Oral Surgery,CO,248,685,82869.02,37
1367070195,Plastic Surgery,UT,297,1033,201472.21,21
1380526766,Oral Surgery,MD,259,675,77876.4,35
1963696719,Pulmonology,FL,202,580,65219.17,27
1423263148,Surgery,CO,126,501,72268.16,49
1296894372,Pathology,NV,149,370,43025.52,15
1640967416,Oral Surgery,UT,283,1029,117460.74,41
1540511842,Otolaryngology,AK,386,807,133167.47,20
1911594694,Pediatrics,SC,254,1207,165417.37,38
1236660341,Endocrinology,OH,389,1973,114493.99,40
1235222578,Pathology,TX,103,372,61175.15,21
1594158268,Vascular Surgery,AR,143,313,54613.54,21
1458075133,Endocrinology,CT,248,986,151438.69,18
1230398085,Family Medicine,PA,645,2443,384876.83,74
1320186275,Oncology,GA,387,1776,574281.37,29
1825506692,Nephrology,GA,254,1066,168290.81,15
1965024499,Urology,SC,202,485,24252.6,22
1658155227,Orthopedics,KS,204,481,25828.96,47
1576543671,Pathology,AR,162,494,60543.62,10
1980759236,Emergency Medicine,OH,433,2111,321290.12,22
1564236248,Pediatrics,SD,111,293,50625.28,30
1283368785,Oncology,WV,379,1023,325481.02,33
1816760816,Orthopedics,PA,352,1156,105516.45,39
1849098886,Plastic Surgery,CT,337,1165,132489.56,16
1404322294,Otolaryngology,DE,388,1304,178753.25,17
1792680500,Nephrology,TX,327,702,130613.25,23
1602411429,Cardiothoracic Surgery,WA,167,495,97645.21,37
1637556364,Neurosurgery,NC,103,331,51614.05,39
1650878040,Neurology,ID,177,571,229383.94,36
1593364765,Infectious Disease,FL,242,1148,170784.05,40
1173240044,Oral Surgery,TN,347,1151,138998.04,26
1718517117,Infectious Disease,NC,369,1072,165801.21,37
1727594817,Endocrinology,MT,134,289,51385.55,25
1348790611,Orthopedics,TX,154,577,87645.34,35
1915946380,Emergency Medicine,WY,713,3715,629100.85,21
1286828884,Family Medicine,MO,686,3708,698425.42,33
1757026515,Internal Medicine,DE,319,1583,96455.76,78
1501925304,Endocrinology,SD,115,601,59002.5,43
1505475993,Pediatrics,SD,393,1551,123083.78,46
1569777998,Rheumatology,ME,215,581,120110.92,48
1968305176,Plastic Surgery,IL,144,581,83877.43,21
1318548994,Dermatology,FL,102,332,49589.06,49
1177271956,Obstetrics and Gynecology,ID,370,1382,241657.12,45
1637783898,Anesthesiology,MN,386,1924,327540.57,19
1559037242,Nephrology,MO,136,542,37440.74,48
1420218787,Orthopedics,DE,355,996,139662.54,36
1124204804,Emergency Medicine,ME,772,3781,410480.34,37
1172963783,Neurosurgery,HI,123,278,37892.34,48
1756321848,Oncology,MD,304,1266,431806.73,22
1725747220,Urology,KY,115,242,27397.03,27
1459210922,Cardiothoracic Surgery,WI,65,161,21262.16,36
1913192746,Rheumatology,AR,220,820,354225.01,17
1471348848,Neurology,NE,141,719,228332.84,23
1390456188,Family Medicine,AZ,353,749,94479.34,71
1476086325,Ophthalmology,NM,255,1207,276398.73,29
1123024522,Oral Surgery,AR,113,531,91175.08,49
1752984167,Neurosurgery,MO,54,212,12258.07,39
1846723590,Pediatrics,NV,318,1247,83969.84,22
1761052590,Cardiothoracic Surgery,MS,140,374,43189.04,18
1355733316,Emergency Medicine,CO,601,1223,136926.86,49
1709937556,Dermatology,AL,227,1099,102233.36,23
1570895797,Psychiatry,ME,122,378,53056.99,30
1413975774,Pediatrics,RI,303,1113,76080.73,19
1182010113,Internal Medicine,OH,405,1511,242187.3,52
1336531677,Otolaryngology,VA,254,1344,224490.01,33
1801844762,Emergency Medicine,ND,757,2222,343667.3,47
1212075212,Dermatology,MN,310,1385,257219.71,32
1184230838,Radiology,FL,366,1027,165641.03,11
1231799713,Anesthesiology,WA,172,365,31122.01,19
1797833491,Physical Medicine,NJ,158,327,57371.75,32
1398465149,Pulmonology,MO,253,1238,77590.4,32
1754711634,Pathology,NY,109,547,58911.62,6
1340999692,Radiology,MO,194,836,108574.49,14
1133614668,Gastroenterology,WI,278,1467,273607.38,36
1989227408,Oral Surgery,KY,210,976,98714.26,42
1559077447,Plastic Surgery,WA,129,622,82722.35,33
1674195660,Otolaryngology,NV,393,1775,293499.54,31
1274535516,Pathology,NJ,221,544,28438.97,13
1191844510,Emergency Medicine,WY,577,1751,237544.85,17
